,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
769,29.0,Female,Handbag,30.50904769299817,Maine,M,Pale peach,Spring,Present,Standard,No,14,Credit Card
770,23.0,Female,T-shirt,34.93473262732697,Minnesota,L,Lavender,Summer,Missing,Standard,No,4,Credit Card
771,45.0,Male,Sunglasses,16.414516902066907,,M,Fuchsia,Summer,Missing,Standard,No,0,Credit Card
772,33.0,Male,Running Shoes,36.90360898631727,Virginia,M,Lemon yellow,Summer,Present,Express,No,20,Credit Card
773,27.0,Female,Pajamas,36.96715369136841,Connecticut,S,Muted mustard yellow,Fall,Missing,Standard,No,0,Credit Card
774,25.0,Male,T-shirt,34.14129854297121,Colorado,M,White,Summer,Missing,Standard,No,10,Credit Card
775,24.0,Male,Running Shoes,31.332065161478177,Georgia,M,Periwinkle,Summer,Missing,Standard,No,5,Credit Card
776,45.0,Female,Scarf,36.79146724815215,Washington,L,Ruby Red,Fall,Missing,Next Day Air,No,0,Credit Card
777,45.0,Female,Backpack,31.720874655871903,Oregon,M,Brick red,Winter,Missing,Standard,No,3,Credit Card
778,43.0,Male,Running Shoes,26.29693293614861,Arkansas,M,Aubergine,Fall,Present,Standard,No,9,Credit Card
779,28.0,Female,T-shirt,18.033131781335555,Utah,M,Black,Spring,Missing,Express,No,6,Credit Card
780,18.0,Female,Socks,32.271584910247526,,L,Aubergine,Winter,Present,Standard,No,5,Credit Card
781,23.0,Female,T-shirt,31.850750197701693,Illinois,M,Turquoise,Summer,Present,Standard,No,4,Credit Card
782,20.0,Male,Pajamas,31.95209632864207,Minnesota,L,Burnt orange,Winter,Present,Standard,No,0,Credit Card
783,36.0,Female,Backpack,33.96458201176895,Ohio,M,Aubergine,Fall,Missing,Standard,No,4,Credit Card
784,52.0,Male,Handbag,29.41784597926584,Illinois,XL,Ruby Red,Fall,Present,Standard,No,5,Credit Card
785,29.0,Female,Leggings,26.8712664606993,,M,Brown,Winter,Missing,Standard,No,3,Credit Card
786,58.0,Male,Pajamas,33.58129398890887,Oregon,L,Black,Winter,Missing,Standard,No,2,Credit Card
787,36.0,Female,Scarf,33.33577246311631,Rhode Island,S,Brown,Fall,Present,Standard,No,15,Credit Card
788,21.0,Male,Gloves,41.074583131615015,Wisconsin,M,Black,Fall,Missing,Standard,No,4,Credit Card
789,53.0,Female,Running Shoes,24.78996194541696,Oklahoma,S,Pale peach,Summer,Present,Standard,No,0,Credit Card
790,37.0,Female,Shorts,32.335485763539545,Montana,L,Pale peach,Spring,Missing,Standard,No,4,Credit Card
791,,Female,Gloves,25.321912892854325,Minnesota,M,Aubergine,Fall,Present,Standard,No,0,Credit Card
792,,Male,Dress,18.136595292515175,Mississippi,S,Lemon yellow,Summer,Present,Next Day Air,No,11,Credit Card
793,48.0,Male,Dress,34.67241992878048,Texas,XL,Periwinkle,Summer,Present,Standard,No,9,Credit Card
794,63.0,Male,Handbag,36.88810066308134,Maine,L,White,Spring,Missing,Standard,No,0,Cash
795,48.0,Female,Sunglasses,33.12589903245277,Massachusetts,M,Pale peach,Spring,Present,Standard,No,4,Credit Card
796,48.0,Female,Dress,27.929451201597352,Connecticut,M,Fuchsia,Summer,Present,Standard,No,14,Credit Card
797,25.0,Male,Shorts,32.75997643775658,Montana,M,Brick red,Spring,Missing,Standard,No,9,Credit Card
798,35.0,Female,Running Shoes,39.01082366496511,South Dakota,M,Lemon yellow,Summer,Missing,Standard,No,3,Credit Card
799,34.0,Female,Socks,30.15493157259108,Washington,M,Ruby Red,Winter,Missing,Standard,No,0,Credit Card
800,38.0,Male,Sunglasses,30.33615610331914,Oklahoma,M,White,Spring,Missing,Next Day Air,No,11,Credit Card
801,37.0,Female,Backpack,27.814364257835543,Florida,L,Muted mustard yellow,Winter,Missing,Express,No,2,Credit Card
802,18.0,Male,Hoodie,21.113628551214152,Georgia,S,Aubergine,Fall,Present,Standard,No,13,Debit Card
803,51.0,Female,Scarf,30.72237401378595,Maryland,L,Terra cotta,Fall,Present,Standard,No,1,Debit Card
804,38.0,Female,Jacket,33.493933815410976,Ohio,M,Black,Winter,Missing,Standard,No,1,Debit Card
805,19.0,Male,Leggings,38.26311064256019,New Hampshire,L,Muted mustard yellow,Fall,Present,Next Day Air,No,17,Debit Card
806,32.0,Female,Gloves,29.874618086430512,Maine,S,Brick red,Fall,Present,Standard,No,1,Debit Card
807,39.0,Female,Scarf,35.33524982986891,Indiana,L,Lemon yellow,Fall,Missing,Standard,No,1,Debit Card
808,38.0,Female,T-shirt,25.53299785774388,Maine,M,Lavender,Spring,Present,Standard,No,0,Debit Card
809,48.0,Male,Hoodie,32.072612917401244,South Dakota,L,Black,Winter,Present,Standard,No,10,Debit Card
810,38.0,Male,Pajamas,12.343321705014093,Wyoming,L,Muted mustard yellow,Fall,Missing,Standard,No,16,Debit Card
811,53.0,Male,Dress,33.05986273961111,Tennessee,M,Lemon yellow,Summer,Present,Standard,No,5,Debit Card
812,25.0,Male,Handbag,31.82459670106667,,S,Pale peach,Spring,Present,Standard,No,4,Debit Card
813,43.0,Male,Hoodie,36.177160422325215,Idaho,M,Fuchsia,Winter,Present,Standard,No,8,Debit Card
814,43.0,Female,Gloves,27.10763739017717,Idaho,M,Black,Winter,Missing,Standard,No,8,Debit Card
815,26.0,Male,Shorts,36.98660681097407,New Hampshire,M,Periwinkle,Summer,Missing,Standard,No,7,Debit Card
816,,Male,Handbag,24.933890622697376,,S,Aubergine,Fall,Present,Standard,No,20,Debit Card
817,26.0,Female,Jacket,35.34472971938935,Maine,M,Ruby Red,Fall,Present,Standard,No,4,Debit Card
818,49.0,Male,Gloves,33.994816395716065,Arkansas,M,Mauve,Winter,Present,Express,No,9,Debit Card
819,18.0,Female,Handbag,33.43086943591277,North Carolina,L,Periwinkle,Spring,Missing,Standard,No,11,Debit Card
820,30.0,Female,Running Shoes,30.91723880571084,New Mexico,M,Fuchsia,Summer,Missing,Standard,No,1,Debit Card
821,24.0,Female,Boots,24.65093039310818,Michigan,L,Mauve,Winter,Missing,Standard,No,4,Debit Card
822,62.0,Female,Running Shoes,29.65271060911587,New Mexico,M,Pale peach,Summer,Present,Standard,No,5,Cash
823,46.0,Male,Hoodie,23.73279620177528,Vermont,S,Ruby Red,Winter,Missing,Standard,No,2,Debit Card
824,48.0,Female,Handbag,32.26440361587806,Missouri,S,White,Spring,Present,Standard,No,0,Debit Card
825,33.0,Female,Dress,32.024290049314665,Arizona,L,Lavender,Summer,Missing,Standard,No,5,Debit Card
826,19.0,Female,Leggings,28.09389038268068,Connecticut,L,Terra cotta,Winter,Missing,Store Pickup,No,10,Debit Card
827,22.0,Male,Shorts,27.2264561776868,North Dakota,M,Lemon yellow,Summer,Missing,Standard,No,0,Debit Card
828,28.0,Female,T-shirt,14.805457435936855,North Carolina,M,Lemon yellow,Summer,Present,Standard,No,2,Debit Card
829,,Male,Jacket,37.31369029325044,Indiana,S,Burnt orange,Fall,Present,Express,No,8,Debit Card
830,50.0,Female,Sweater,24.02495776241737,Rhode Island,M,Ruby Red,Winter,Missing,Express,No,20,Debit Card
831,27.0,Male,Running Shoes,29.68516436853082,Nevada,S,Lemon yellow,Summer,Missing,Standard,No,11,Debit Card
832,,Female,Boots,32.97076969893742,Vermont,S,Brick red,Fall,Present,Standard,No,0,Debit Card
833,37.0,Female,Shorts,39.602451026206325,Michigan,M,Mauve,Spring,Missing,Standard,No,7,Debit Card
834,26.0,Male,Handbag,22.633018810630407,,XL,Lemon yellow,Summer,Missing,Standard,No,13,Debit Card
835,,Female,Dress,24.63951499779185,New York,M,Fuchsia,Spring,Present,Standard,No,2,Debit Card
836,23.0,Female,Jacket,27.82563024855086,North Carolina,L,Terra cotta,Fall,Missing,Next Day Air,No,3,Debit Card
837,34.0,Male,T-shirt,40.61608848643462,Washington,M,Pale peach,Summer,Missing,Next Day Air,No,3,Debit Card
838,26.0,Male,Sweater,33.24685693589051,Hawaii,XL,Baby blue,Winter,Missing,Standard,No,7,Debit Card
839,45.0,Female,Dress,35.79107206089235,Indiana,M,White,Summer,Missing,Standard,No,1,Debit Card
840,19.0,Male,Shorts,26.96097442311575,Pennsylvania,XL,Fuchsia,Spring,Missing,Standard,No,8,Debit Card
841,20.0,Male,Sunglasses,33.01603771890874,Indiana,M,Muted mustard yellow,Summer,Present,Next Day Air,No,3,Debit Card
842,32.0,Female,Hoodie,24.20706845605768,South Carolina,S,Brick red,Fall,Present,Standard,No,1,Debit Card
843,,Male,Socks,26.11063105120398,Tennessee,M,Burnt orange,Fall,Present,Express,No,1,Debit Card
844,24.0,Female,Sunglasses,18.01946460207311,Georgia,S,Baby blue,Summer,Missing,Standard,No,2,Debit Card
845,37.0,Male,Leggings,37.82035696252872,South Dakota,M,Ruby Red,Winter,Present,Standard,No,13,Debit Card
846,29.0,Male,Running Shoes,25.68152112868965,Alabama,S,Lavender,Spring,Missing,Standard,No,3,Debit Card
847,37.0,Female,T-shirt,25.556041574345738,Indiana,M,Baby blue,Summer,Missing,Standard,No,11,Debit Card
848,32.0,Male,Boots,27.09599917143337,Illinois,S,Baby blue,Fall,Present,Standard,No,14,Debit Card
849,41.0,Male,Sweater,21.016492932455066,New Jersey,M,Muted mustard yellow,Winter,Missing,Standard,No,20,Debit Card
850,29.0,Male,Sweater,37.02395266931648,Pennsylvania,L,Muted mustard yellow,Fall,Present,Standard,No,7,Debit Card
851,24.0,Female,Dress,25.904726177161507,,M,White,Spring,Present,Standard,No,3,Debit Card
852,34.0,Female,T-shirt,34.7176457605498,,M,Turquoise,Summer,Missing,Standard,No,4,Debit Card
853,29.0,Female,Pajamas,32.71300832600964,Nebraska,M,Mauve,Fall,Missing,Express,No,2,Debit Card
854,33.0,Male,Leggings,31.922333590246232,Michigan,L,Brown,Winter,Missing,Standard,No,4,Debit Card
855,28.0,Male,Socks,30.38578966008802,Kentucky,S,Burnt orange,Winter,Missing,Standard,No,3,Debit Card
856,51.0,Female,Running Shoes,34.81230028007307,,M,Lemon yellow,Spring,Missing,Next Day Air,No,0,Debit Card
857,,Male,Sweater,28.45001110631891,Wyoming,M,Brick red,Winter,Missing,Express,No,0,Debit Card
858,40.0,Male,Running Shoes,29.730347667077687,Wisconsin,M,Periwinkle,Spring,Missing,Standard,No,18,Debit Card
859,19.0,Male,Leggings,29.31231656010574,Washington,L,Mauve,Winter,Present,Express,No,20,Debit Card
860,25.0,Male,Hoodie,30.14534090207106,Indiana,S,Black,Fall,Missing,Next Day Air,No,1,Debit Card
861,43.0,Female,Leggings,27.90380294280371,,L,Aubergine,Fall,Present,Standard,No,4,Debit Card
862,47.0,Male,T-shirt,30.164164319175256,Louisiana,M,Baby blue,Summer,Present,Standard,No,1,Debit Card
863,25.0,Male,Scarf,32.28332593687526,Maine,L,Aubergine,Winter,Missing,Standard,No,1,Debit Card
864,19.0,Male,Pajamas,32.6777313773532,South Carolina,M,Burnt orange,Winter,Missing,Standard,No,6,Debit Card
865,34.0,Male,Socks,16.684718965579478,Hawaii,M,Black,Fall,Missing,Standard,No,9,Debit Card
866,37.0,Female,T-shirt,35.89711419690647,Kansas,M,Periwinkle,Summer,Present,Standard,No,4,Debit Card
867,,Female,Sunglasses,36.14103130895312,Alaska,XL,Pale peach,Spring,Missing,Standard,No,0,Debit Card
868,,Female,Dress,33.340000707828565,Oklahoma,L,Aubergine,Summer,Missing,Standard,No,3,Debit Card
869,,Female,Backpack,29.091717877082523,New Jersey,M,Brown,Winter,Missing,Standard,No,5,Debit Card
870,,Male,Running Shoes,27.59187513253775,Delaware,M,White,Summer,Missing,Standard,No,8,Debit Card
871,,Female,Socks,33.74591463045034,Delaware,L,Aubergine,Winter,Missing,Standard,No,1,Debit Card
872,20.0,Female,Gloves,36.03441653950807,Alabama,L,Black,Fall,Missing,Standard,No,2,Debit Card
873,24.0,Female,Sweater,32.63523669805118,Louisiana,S,Baby blue,Winter,Present,Standard,No,1,Debit Card
874,47.0,Female,Pajamas,26.29517480672876,,M,White,Fall,Missing,Standard,No,3,Debit Card
875,20.0,Female,Pajamas,37.77986908652826,Florida,M,Brick red,Winter,Missing,Express,No,9,Debit Card
876,40.0,Female,Sunglasses,26.58356759522661,,L,Turquoise,Summer,Missing,Standard,No,0,Debit Card
877,46.0,Male,Handbag,31.867439914041995,Illinois,L,Muted mustard yellow,Fall,Present,Standard,No,20,Debit Card
878,,Male,Backpack,27.143489280536883,Oregon,M,Terra cotta,Fall,Present,Standard,No,0,Debit Card
879,57.0,Male,Pajamas,35.8962782058364,South Carolina,L,Muted mustard yellow,Winter,Missing,Standard,No,8,Debit Card
880,36.0,Male,Handbag,29.66449000758777,Colorado,L,White,Spring,Present,Standard,No,1,Debit Card
881,31.0,Male,Sweater,33.2327716297682,Kansas,L,Brown,Winter,Present,Standard,No,0,Debit Card
882,44.0,Female,Backpack,37.24286667465316,Texas,M,Brown,Winter,Present,Standard,No,2,Debit Card
883,30.0,Male,Shorts,29.53845878954502,Oklahoma,M,Pale peach,Spring,Present,Standard,No,2,Debit Card
884,33.0,Female,Backpack,29.581790995984107,Mississippi,M,Terra cotta,Winter,Missing,Standard,No,7,Debit Card
885,22.0,Male,Sweater,34.00194956595742,,M,Ruby Red,Winter,Present,Standard,No,5,Debit Card
886,28.0,Female,T-shirt,22.83499082201058,Florida,L,Brick red,Spring,Missing,Standard,No,6,Debit Card
887,32.0,Female,Gloves,30.20242105533712,Delaware,M,Brown,Winter,Missing,Next Day Air,No,2,Debit Card
888,41.0,Male,Hoodie,17.07284633678927,Montana,M,Ruby Red,Winter,Missing,Next Day Air,No,10,Debit Card
889,41.0,Male,Sunglasses,35.00480028608657,New York,M,Turquoise,Summer,Missing,Standard,No,8,Debit Card
890,46.0,Female,Socks,34.65670088270694,Pennsylvania,S,Brown,Winter,Missing,Next Day Air,No,1,Debit Card
891,33.0,Male,Dress,36.35745536177888,Arizona,XL,Fuchsia,Spring,Missing,Standard,No,5,Debit Card
892,41.0,Male,Hoodie,29.996345630585868,Wisconsin,L,Black,Winter,Missing,Standard,No,0,Debit Card
893,40.0,Female,Pajamas,30.13695145296722,North Carolina,S,Aubergine,Fall,Missing,Standard,No,1,Debit Card
894,31.0,Male,Jeans,35.48285505525981,Montana,L,Brown,Fall,Present,Standard,No,17,Debit Card
895,19.0,Male,Shorts,29.488001027869423,North Dakota,M,Pale peach,Summer,Missing,Standard,No,8,Debit Card
896,49.0,Male,Handbag,31.43413728929751,New Hampshire,M,Lavender,Spring,Present,Standard,No,1,Debit Card
897,26.0,Male,Dress,38.3488963001311,Georgia,M,White,Summer,Present,Standard,No,6,Debit Card
898,26.0,Female,Socks,31.73539014012508,Maine,XL,Brick red,Winter,Present,Standard,No,2,Debit Card
899,40.0,Female,T-shirt,22.282342160624346,California,L,Turquoise,Spring,Missing,Next Day Air,No,4,Debit Card
900,34.0,Male,Sunglasses,32.66220262504525,West Virginia,M,Lavender,Summer,Missing,Standard,No,0,Debit Card
901,47.0,Female,Socks,31.391085171291348,North Dakota,XL,Brick red,Fall,Missing,Express,No,2,Debit Card
902,52.0,Male,Backpack,25.094369250756955,West Virginia,L,Muted mustard yellow,Fall,Missing,Standard,No,1,Debit Card
903,27.0,Male,Socks,24.712160577387223,Colorado,S,Mauve,Fall,Present,Standard,No,5,Debit Card
904,27.0,Male,Running Shoes,28.112043444309435,Texas,M,Fuchsia,Summer,Missing,Standard,No,1,Debit Card
905,28.0,Female,Handbag,41.9409920002434,Louisiana,M,Turquoise,Spring,Present,Standard,No,18,Debit Card
906,25.0,Female,Backpack,29.4699353412697,Oregon,M,Brown,Fall,Missing,Standard,No,4,Debit Card
907,46.0,Male,Sunglasses,26.060685061950355,Florida,M,Burnt orange,Fall,Missing,Standard,No,4,Debit Card
908,21.0,Male,Dress,23.501353103830425,New Jersey,L,Aubergine,Fall,Missing,Standard,No,1,Debit Card
909,34.0,Female,Running Shoes,31.797388893318384,,M,Turquoise,Spring,Present,Next Day Air,No,17,Debit Card
910,32.0,Male,Hoodie,33.54050481053898,,XL,Terra cotta,Fall,Present,Standard,No,0,Debit Card
911,23.0,Female,Handbag,38.38331214055074,Mississippi,XL,Turquoise,Summer,Missing,Standard,No,2,Debit Card
912,,Male,T-shirt,31.756635069026736,Virginia,L,Pale peach,Summer,Missing,Standard,No,0,Debit Card
913,35.0,Male,Dress,31.14958809216501,Arizona,L,White,Spring,Missing,Standard,No,1,Debit Card
914,23.0,Male,Shorts,36.96925272975791,Utah,M,Turquoise,Summer,Missing,Standard,No,0,Debit Card
915,21.0,Female,Backpack,30.63491925748821,New Jersey,M,Brown,Winter,Missing,Standard,No,6,Debit Card
916,29.0,Female,Hoodie,27.15892772180521,Rhode Island,S,Muted mustard yellow,Winter,Present,Standard,No,5,Debit Card
917,44.0,Male,Backpack,19.412984573777702,South Dakota,S,Aubergine,Fall,Missing,Standard,No,3,Debit Card
918,30.0,Male,Handbag,32.78926471146732,Michigan,XL,Turquoise,Spring,Missing,Express,No,3,Debit Card
919,37.0,Female,Backpack,31.87309132082501,California,M,Brick red,Fall,Missing,Standard,No,20,Debit Card
920,50.0,Male,Dress,23.00594503490807,Indiana,M,Mauve,Summer,Missing,Standard,No,20,Debit Card
921,23.0,Male,Jacket,24.598731175257885,,L,Ruby Red,Winter,Present,Standard,No,2,Debit Card
922,33.0,Male,Scarf,36.353326339447946,Wyoming,S,Burnt orange,Winter,Missing,Standard,No,4,Debit Card
923,47.0,Male,Shorts,25.14671247182365,New Mexico,M,Lemon yellow,Spring,Missing,Standard,No,1,Debit Card
924,32.0,Male,Backpack,28.264255950305056,North Carolina,XL,Brown,Fall,Missing,Standard,No,10,Debit Card
925,53.0,Male,Scarf,30.06118844590465,Louisiana,L,Brick red,Fall,Missing,Standard,No,7,Debit Card
926,30.0,Female,Handbag,28.891806853770383,Ohio,M,White,Summer,Missing,Standard,No,1,Debit Card
927,22.0,Female,Handbag,19.923418638687423,Nevada,M,White,Spring,Missing,Standard,No,10,Debit Card
928,37.0,Female,Scarf,36.5078622157711,New York,M,Brick red,Winter,Missing,Standard,No,12,Debit Card
929,43.0,Male,Socks,37.28415137000111,Nebraska,M,Black,Winter,Present,Standard,No,1,Debit Card
930,40.0,Male,Sunglasses,29.987904368444543,Utah,M,Lemon yellow,Summer,Present,Next Day Air,No,6,Debit Card
931,18.0,Male,Sweater,32.06777626244397,Arizona,M,Mauve,Fall,Missing,Next Day Air,No,10,Debit Card
932,33.0,Male,Jacket,25.452348512184223,Arizona,M,Burnt orange,Fall,Present,Standard,No,7,Debit Card
933,25.0,Male,Handbag,23.678945361530914,Alaska,M,Lemon yellow,Summer,Missing,Next Day Air,No,10,Debit Card
934,70.0,Male,Gloves,38.56449981835772,Utah,L,Ruby Red,Winter,Missing,Standard,No,2,Debit Card
935,27.0,Male,Jacket,29.59240925863949,,M,Muted mustard yellow,Winter,Missing,Standard,No,6,Debit Card
936,39.0,Male,Sunglasses,20.76194782139637,Maine,S,Periwinkle,Spring,Present,Standard,No,3,Debit Card
937,36.0,Female,Jacket,29.58080030624201,Rhode Island,M,Mauve,Fall,Present,Standard,No,18,Debit Card
938,31.0,Non-binary,Pajamas,28.37984919191954,Idaho,M,Muted mustard yellow,Winter,Present,Standard,No,4,Debit Card
939,19.0,Female,Hoodie,30.82167457778596,Kentucky,M,Brick red,Winter,Present,Standard,No,20,Debit Card
940,42.0,Female,Backpack,25.714173146294165,Delaware,XL,Brick red,Winter,Present,Standard,No,1,Debit Card
941,29.0,Male,Sweater,34.296657704532635,Virginia,M,Muted mustard yellow,Winter,Missing,Standard,No,0,Debit Card
942,36.0,Female,Running Shoes,24.99444646180121,Mississippi,S,Terra cotta,Summer,Missing,Standard,No,14,Debit Card
943,,Male,Running Shoes,30.02769383266096,Minnesota,L,Fuchsia,Spring,Missing,Standard,No,3,Debit Card
944,,Female,Hoodie,26.91031568202262,Wisconsin,M,Burnt orange,Winter,Missing,Standard,No,1,Debit Card
945,32.0,Female,Boots,37.56540117238208,Maryland,M,Mauve,Winter,Missing,Next Day Air,No,7,Debit Card
946,34.0,Female,Hoodie,39.47810715090073,Rhode Island,S,Burnt orange,Fall,Present,Standard,No,0,Debit Card
947,18.0,Female,Socks,25.414406100480218,Arizona,M,Ruby Red,Winter,Missing,Express,No,7,Debit Card
948,31.0,Male,Shorts,41.84562229087666,New York,L,Lemon yellow,Spring,Missing,Standard,No,1,Debit Card
949,30.0,Male,Backpack,34.43752999368735,Pennsylvania,M,Pale peach,Winter,Missing,Next Day Air,No,1,Debit Card
950,59.0,Female,Backpack,37.71859672404188,Nebraska,M,Black,Fall,Present,Standard,No,20,Debit Card
951,19.0,Female,Scarf,25.35762372189859,California,XL,Black,Fall,Present,Standard,No,15,Debit Card
952,52.0,Female,Sweater,22.485537630891507,,S,Terra cotta,Winter,Present,Standard,No,0,Debit Card
953,41.0,Male,Sunglasses,27.37876826381541,Louisiana,S,Lemon yellow,Summer,Missing,Standard,No,5,Debit Card
954,46.0,Female,Boots,29.816114019172083,Massachusetts,M,Mauve,Winter,Missing,Next Day Air,No,6,Debit Card
955,32.0,Female,Backpack,32.715493921417085,California,M,Muted mustard yellow,Winter,Missing,Standard,No,3,Debit Card
956,45.0,Female,Socks,31.11964142084245,,M,Ruby Red,Fall,Missing,Standard,No,0,Debit Card
957,,Male,Running Shoes,19.396532893037445,Montana,M,Lavender,Summer,Missing,Standard,No,5,Debit Card
958,32.0,Female,Pajamas,25.50681388904504,Maine,XL,Aubergine,Fall,Missing,Standard,No,1,Debit Card
959,32.0,Male,Running Shoes,26.575796189750605,Arkansas,M,Terra cotta,Fall,Present,Standard,No,2,Debit Card
960,18.0,Female,Dress,35.454266449458174,Massachusetts,M,Pale peach,Summer,Missing,Standard,No,4,Debit Card
961,30.0,Female,Handbag,26.25851109786392,North Dakota,XL,Periwinkle,Summer,Present,Standard,No,1,Debit Card
962,42.0,Male,Running Shoes,25.187103904823665,Kansas,M,Lemon yellow,Spring,Present,Standard,No,1,Debit Card
963,25.0,Male,Running Shoes,29.889893814195727,Wyoming,M,Lemon yellow,Summer,Present,Standard,No,4,Debit Card
964,55.0,Female,T-shirt,32.364252363041274,Tennessee,M,Lavender,Spring,Missing,Standard,No,3,Debit Card
